Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS04 Approve Replacement USIM XLC Online,Chrome 136.0.0.0,,,2025-05-19 11:45:15,2025-05-19 11:46:50,1m - 35.023s,PASSED
,,,,,,,
Test Cases/Reused TC/2. Credential/Login,Chrome 136.0.0.0,,,2025-05-19 11:45:15,2025-05-19 11:45:53,37.601s,PASSED
openBrowser(URL),Chrome 136.0.0.0,,,2025-05-19 11:45:16,2025-05-19 11:45:24,7.847s,PASSED
maximizeWindow(),Chrome 136.0.0.0,,,2025-05-19 11:45:24,2025-05-19 11:45:24,0.169s,PASSED
enableSmartWait(),Chrome 136.0.0.0,,,2025-05-19 11:45:24,2025-05-19 11:45:24,0.031s,PASSED
"click(findTestObject(""Spesific/btn Login""))",Chrome 136.0.0.0,,,2025-05-19 11:45:24,2025-05-19 11:45:26,2.066s,PASSED
"setText(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@name"", ""val"":""loginfmt""]), username)",Chrome 136.0.0.0,,,2025-05-19 11:45:26,2025-05-19 11:45:27,0.651s,PASSED
delay(2),Chrome 136.0.0.0,,,2025-05-19 11:45:27,2025-05-19 11:45:29,2.056s,PASSED
"click(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]))",Chrome 136.0.0.0,,,2025-05-19 11:45:29,2025-05-19 11:45:29,0.410s,PASSED
"delay(2, STOP_ON_FAILURE)",Chrome 136.0.0.0,,,2025-05-19 11:45:29,2025-05-19 11:45:31,2.027s,PASSED
"setEncryptedText(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@name"", ""val"":""passwd""]), encriptPassword)",Chrome 136.0.0.0,,,2025-05-19 11:45:31,2025-05-19 11:45:32,0.473s,PASSED
"delay(1, STOP_ON_FAILURE)",Chrome 136.0.0.0,,,2025-05-19 11:45:32,2025-05-19 11:45:33,1.017s,PASSED
"click(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]))",Chrome 136.0.0.0,,,2025-05-19 11:45:33,2025-05-19 11:45:33,0.355s,PASSED
