Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS02 Approve Reactivation XLC Online,Chrome 136.0.0.0,,,2025-05-19 10:36:17,2025-05-19 10:37:57,1m - 40.283s,PASSED
,,,,,,,
Test Cases/Reused TC/2. Credential/Login,Chrome 136.0.0.0,,,2025-05-19 10:36:18,2025-05-19 10:36:53,35.098s,PASSED
openBrowser(URL),Chrome 136.0.0.0,,,2025-05-19 10:36:18,2025-05-19 10:36:26,7.760s,PASSED
maximizeWindow(),Chrome 136.0.0.0,,,2025-05-19 10:36:26,2025-05-19 10:36:26,0.154s,PASSED
enableSmartWait(),Chrome 136.0.0.0,,,2025-05-19 10:36:26,2025-05-19 10:36:26,0.025s,PASSED
"click(findTestObject(""Spesific/btn Login""))",Chrome 136.0.0.0,,,2025-05-19 10:36:26,2025-05-19 10:36:28,1.570s,PASSED
"setText(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@name"", ""val"":""loginfmt""]), username)",Chrome 136.0.0.0,,,2025-05-19 10:36:28,2025-05-19 10:36:28,0.626s,PASSED
delay(2),Chrome 136.0.0.0,,,2025-05-19 10:36:28,2025-05-19 10:36:30,2.046s,PASSED
"click(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]))",Chrome 136.0.0.0,,,2025-05-19 10:36:30,2025-05-19 10:36:31,0.384s,PASSED
"delay(2, STOP_ON_FAILURE)",Chrome 136.0.0.0,,,2025-05-19 10:36:31,2025-05-19 10:36:33,2.042s,PASSED
"setEncryptedText(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@name"", ""val"":""passwd""]), encriptPassword)",Chrome 136.0.0.0,,,2025-05-19 10:36:33,2025-05-19 10:36:33,0.455s,PASSED
"delay(1, STOP_ON_FAILURE)",Chrome 136.0.0.0,,,2025-05-19 10:36:33,2025-05-19 10:36:34,1.016s,PASSED
"click(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]))",Chrome 136.0.0.0,,,2025-05-19 10:36:34,2025-05-19 10:36:35,0.643s,PASSED
"if (verifyElementPresent(findTestObject(""General/obj"", [""obj"":""div"", ""attr"":""@id"", ""val"":""idDiv_SAOTCAS_Description""]), 5, OPTIONAL))",Chrome 136.0.0.0,,,2025-05-19 10:36:35,2025-05-19 10:36:42,6.835s,PASSED
"if (verifyElementPresent(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@name"", ""val"":""otc""]), 5, OPTIONAL))",Chrome 136.0.0.0,,,2025-05-19 10:36:42,2025-05-19 10:36:48,6.830s,PASSED
"waitForElementClickable(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]), 5)",Chrome 136.0.0.0,,,2025-05-19 10:36:48,2025-05-19 10:36:49,0.366s,PASSED
"click(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]))",Chrome 136.0.0.0,,,2025-05-19 10:36:49,2025-05-19 10:36:53,3.754s,PASSED
,,,,,,,
Test Cases/Main TC/XLC Approval/Filter based on TicketID,Chrome 136.0.0.0,,,2025-05-19 10:36:53,2025-05-19 10:36:58,4.930s,PASSED
"click(findTestObject(""Spesific/MenuMain"", [""mainMenu"":""Customer Support""]))",Chrome 136.0.0.0,,,2025-05-19 10:36:53,2025-05-19 10:36:54,0.473s,PASSED
"click(findTestObject(""Spesific/MenuSub"", [""subMenu"":""XL Center Approval""]))",Chrome 136.0.0.0,,,2025-05-19 10:36:54,2025-05-19 10:36:54,0.347s,PASSED
"setText(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@formcontrolname"", ""val"":""ticketId""]), ApplicationID)",Chrome 136.0.0.0,,,2025-05-19 10:36:54,2025-05-19 10:36:55,0.494s,PASSED
