Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS05 Reject Replacement XLC Online,Chrome 136.0.0.0,,,2025-05-20 11:18:45,2025-05-20 11:19:57,1m - 11.764s,PASSED
,,,,,,,
Test Cases/Reused TC/2. Credential/Login,Chrome 136.0.0.0,,,2025-05-20 11:18:46,2025-05-20 11:19:16,30.315s,PASSED
openBrowser(URL),Chrome 136.0.0.0,,,2025-05-20 11:18:47,2025-05-20 11:18:52,5.689s,PASSED
maximizeWindow(),Chrome 136.0.0.0,,,2025-05-20 11:18:52,2025-05-20 11:18:52,0.123s,PASSED
enableSmartWait(),Chrome 136.0.0.0,,,2025-05-20 11:18:52,2025-05-20 11:18:52,0.024s,PASSED
"click(findTestObject(""Spesific/btn Login""))",Chrome 136.0.0.0,,,2025-05-20 11:18:52,2025-05-20 11:18:54,1.515s,PASSED
"setText(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@name"", ""val"":""loginfmt""]), username)",Chrome 136.0.0.0,,,2025-05-20 11:18:54,2025-05-20 11:18:55,0.795s,PASSED
delay(2),Chrome 136.0.0.0,,,2025-05-20 11:18:55,2025-05-20 11:18:57,2.041s,PASSED
"click(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]))",Chrome 136.0.0.0,,,2025-05-20 11:18:57,2025-05-20 11:18:57,0.400s,PASSED
"delay(2, STOP_ON_FAILURE)",Chrome 136.0.0.0,,,2025-05-20 11:18:57,2025-05-20 11:18:59,2.020s,PASSED
"setEncryptedText(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@name"", ""val"":""passwd""]), encriptPassword)",Chrome 136.0.0.0,,,2025-05-20 11:18:59,2025-05-20 11:19:00,0.491s,PASSED
"delay(1, STOP_ON_FAILURE)",Chrome 136.0.0.0,,,2025-05-20 11:19:00,2025-05-20 11:19:01,1.004s,PASSED
"click(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]))",Chrome 136.0.0.0,,,2025-05-20 11:19:01,2025-05-20 11:19:02,1.083s,PASSED
"if (verifyElementPresent(findTestObject(""General/obj"", [""obj"":""div"", ""attr"":""@id"", ""val"":""idDiv_SAOTCAS_Description""]), 5, OPTIONAL))",Chrome 136.0.0.0,,,2025-05-20 11:19:02,2025-05-20 11:19:09,6.905s,PASSED
"if (verifyElementPresent(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@name"", ""val"":""otc""]), 5, OPTIONAL))",Chrome 136.0.0.0,,,2025-05-20 11:19:09,2025-05-20 11:19:15,6.745s,PASSED
"waitForElementClickable(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]), 5)",Chrome 136.0.0.0,,,2025-05-20 11:19:15,2025-05-20 11:19:16,0.378s,PASSED
"click(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]))",Chrome 136.0.0.0,,,2025-05-20 11:19:16,2025-05-20 11:19:16,0.570s,PASSED
,,,,,,,
Test Cases/Main TC/XLC Approval/XLCO001 Filter based on TicketID,Chrome 136.0.0.0,,,2025-05-20 11:19:16,2025-05-20 11:19:22,5.797s,PASSED
"click(findTestObject(""Spesific/MenuMain"", [""mainMenu"":""Customer Support""]))",Chrome 136.0.0.0,,,2025-05-20 11:19:17,2025-05-20 11:19:19,2.128s,PASSED
"click(findTestObject(""Spesific/MenuSub"", [""subMenu"":""XL Center Approval""]))",Chrome 136.0.0.0,,,2025-05-20 11:19:19,2025-05-20 11:19:19,0.356s,PASSED
"setText(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@formcontrolname"", ""val"":""ticketId""]), ApplicationID)",Chrome 136.0.0.0,,,2025-05-20 11:19:19,2025-05-20 11:19:20,0.512s,PASSED
"callTestCase(findTestCase(""Library/LIB003 Select from Dropdown""), [""selectionName"":""serviceType"", ""selectedOption"":serviceType], STOP_ON_FAILURE)",Chrome 136.0.0.0,,,2025-05-20 11:19:20,2025-05-20 11:19:21,1.507s,PASSED
"if (serviceType == ""Reactivation"")",Chrome 136.0.0.0,,,2025-05-20 11:19:21,2025-05-20 11:19:21,0.001s,PASSED
