Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS05 Reject Replacement XLC Online,Chrome 136.0.0.0,,,2025-05-20 11:03:25,2025-05-20 11:04:34,1m - 9.110s,PASSED
,,,,,,,
Test Cases/Reused TC/2. Credential/Login,Chrome 136.0.0.0,,,2025-05-20 11:03:25,2025-05-20 11:03:57,32.098s,PASSED
openBrowser(URL),Chrome 136.0.0.0,,,2025-05-20 11:03:26,2025-05-20 11:03:33,7.326s,PASSED
maximizeWindow(),Chrome 136.0.0.0,,,2025-05-20 11:03:33,2025-05-20 11:03:33,0.142s,PASSED
enableSmartWait(),Chrome 136.0.0.0,,,2025-05-20 11:03:33,2025-05-20 11:03:33,0.031s,PASSED
"click(findTestObject(""Spesific/btn Login""))",Chrome 136.0.0.0,,,2025-05-20 11:03:33,2025-05-20 11:03:35,1.227s,PASSED
"setText(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@name"", ""val"":""loginfmt""]), username)",Chrome 136.0.0.0,,,2025-05-20 11:03:35,2025-05-20 11:03:36,1.602s,PASSED
delay(2),Chrome 136.0.0.0,,,2025-05-20 11:03:36,2025-05-20 11:03:38,2.058s,PASSED
"click(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]))",Chrome 136.0.0.0,,,2025-05-20 11:03:38,2025-05-20 11:03:39,0.435s,PASSED
"delay(2, STOP_ON_FAILURE)",Chrome 136.0.0.0,,,2025-05-20 11:03:39,2025-05-20 11:03:41,2.033s,PASSED
"setEncryptedText(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@name"", ""val"":""passwd""]), encriptPassword)",Chrome 136.0.0.0,,,2025-05-20 11:03:41,2025-05-20 11:03:41,0.479s,PASSED
"delay(1, STOP_ON_FAILURE)",Chrome 136.0.0.0,,,2025-05-20 11:03:41,2025-05-20 11:03:42,1.011s,PASSED
"click(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]))",Chrome 136.0.0.0,,,2025-05-20 11:03:42,2025-05-20 11:03:43,0.706s,PASSED
"if (verifyElementPresent(findTestObject(""General/obj"", [""obj"":""div"", ""attr"":""@id"", ""val"":""idDiv_SAOTCAS_Description""]), 5, OPTIONAL))",Chrome 136.0.0.0,,,2025-05-20 11:03:43,2025-05-20 11:03:50,6.814s,PASSED
"if (verifyElementPresent(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@name"", ""val"":""otc""]), 5, OPTIONAL))",Chrome 136.0.0.0,,,2025-05-20 11:03:50,2025-05-20 11:03:57,6.742s,PASSED
"waitForElementClickable(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]), 5)",Chrome 136.0.0.0,,,2025-05-20 11:03:57,2025-05-20 11:03:57,0.382s,PASSED
"click(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@id"", ""val"":""idSIButton9""]))",Chrome 136.0.0.0,,,2025-05-20 11:03:57,2025-05-20 11:03:57,0.544s,PASSED
,,,,,,,
Test Cases/Main TC/XLC Approval/XLCO001 Filter based on TicketID,Chrome 136.0.0.0,,,2025-05-20 11:03:58,2025-05-20 11:04:05,7.241s,PASSED
"click(findTestObject(""Spesific/MenuMain"", [""mainMenu"":""Customer Support""]))",Chrome 136.0.0.0,,,2025-05-20 11:03:58,2025-05-20 11:04:01,2.989s,PASSED
"click(findTestObject(""Spesific/MenuSub"", [""subMenu"":""XL Center Approval""]))",Chrome 136.0.0.0,,,2025-05-20 11:04:01,2025-05-20 11:04:01,0.326s,PASSED
"setText(findTestObject(""General/obj"", [""obj"":""input"", ""attr"":""@formcontrolname"", ""val"":""ticketId""]), ApplicationID)",Chrome 136.0.0.0,,,2025-05-20 11:04:01,2025-05-20 11:04:02,0.532s,PASSED
"callTestCase(findTestCase(""Library/LIB003 Select from Dropdown""), [""selectionName"":""serviceType"", ""selectedOption"":serviceType], STOP_ON_FAILURE)",Chrome 136.0.0.0,,,2025-05-20 11:04:02,2025-05-20 11:04:03,1.435s,PASSED
"callTestCase(findTestCase(""Library/LIB003 Select from Dropdown""), [""selectionName"":""channel"", ""selectedOption"":channel], STOP_ON_FAILURE)",Chrome 136.0.0.0,,,2025-05-20 11:04:03,2025-05-20 11:04:04,0.830s,PASSED
"click(findTestObject(""General/obj contains"", [""obj"":""button"", ""attr"":""text()"", ""val"":""Search""]))",Chrome 136.0.0.0,,,2025-05-20 11:04:04,2025-05-20 11:04:05,0.322s,PASSED
takeScreenshot(),Chrome 136.0.0.0,,,2025-05-20 11:04:05,2025-05-20 11:04:05,0.292s,PASSED
